50.1493,51.9403,0,0,0,14,5
53.7313,55.5224,0,0,0,15,5
84.1791,91.1194,0,0,0,14,5
108.8060,-1,50,1,4
108.6940,-1,10,3,3
108.4701,-1,10,1,4
108.2463,-1,10,1,4
107.6866,-1,900,4,6
107.4627,-1,82,4,6
107.3507,-1,10,1,5
107.2388,-1,10,3,5
107.1269,-1,10,6,5
107.0149,-1,10,8,5
106.9030,-1,10,1,4
106.7910,-1,10,5,4
106.6791,-1,10,9,4
106.4552,-1,10,1,4
106.2313,-1,10,5,4
106.1194,-1,10,1,4
105.8955,-1,10,3,4
105.6716,-1,10,5,4
105.4478,-1,10,5,4
105.2239,-1,10,1,4
105.0,-1,10,5,3
104.8881,-1,10,1,3
104.6642,-1,80,7,3
104.4403,-1,10,5,4
104.3284,-1,10,1,4
104.1045,-1,10,4,4
103.8806,-1,10,1,4
103.4328,-1,82,1,3
103.2090,-1,10,5,3
103.0970,-1,10,1,3
102.8731,-1,80,7,3
102.6493,-1,10,5,3
102.5373,-1,10,1,3
102.3134,-1,10,4,3
102.0896,-1,10,7,3
101.8657,-1,10,4,3
101.6418,-1,10,1,3
101.4179,-1,10,5,3
101.3060,-1,10,1,3
101.0821,-1,80,7,3
100.8582,-1,10,5,3
100.7463,-1,10,1,3
100.5224,-1,10,4,4
100.2985,-1,10,1,4
99.9627,-1,900,1,3
99.8507,-1,83,4,3
99.7388,-1,900,1,3
99.6269,-1,83,7,3
99.5149,-1,900,1,3
99.2910,-1,82,1,3
99.0672,-1,10,4,3
98.9552,-1,10,1,3
98.7313,-1,10,1,4
98.5075,-1,10,3,4
98.2836,-1,10,3,4
98.0597,-1,10,1,4
97.8358,-1,10,4,3
97.7239,-1,900,1,3
97.5000,-1,80,1,3
97.2761,-1,10,4,3
97.1642,-1,10,1,3
96.9403,-1,10,3,4
96.7164,-1,10,1,5
96.4925,-1,10,6,3
96.3806,-1,900,1,4
96.2687,-1,30,1,4
96.1567,-1,900,1,4
96.0448,-1,30,1,4
95.9328,-1,900,1,4
95.7090,-1,80,1,4
95.4851,-1,10,4,3
95.3731,-1,10,1,3
95.1493,-1,10,1,4
94.9254,-1,10,3,4
94.7015,-1,10,3,4
94.4776,-1,10,1,4
94.2537,-1,10,10,3
94.1418,-1,900,1,3
93.9179,-1,80,1,3
93.6940,-1,10,4,3
93.5821,-1,10,1,3
93.3582,-1,10,3,4
93.1343,-1,20,1,5
92.4627,-1,900,4,3
92.2388,-1,82,4,3
92.0149,-1,20,4,3
91.6791,-1,20,1,3
91.3433,-1,20,4,3
91.1194,-1,10,1,3
91.0075,-1,10,4,3
90.8955,-1,10,7,3
90.7836,-1,10,10,3
90.6716,-1,900,4,3
90.4478,-1,80,4,3
90.3358,-1,10,10,3
90.2239,-1,10,7,3
90.1119,-1,10,4,3
90.0,-1,10,1,3
89.8881,-1,10,7,3
89.7761,-1,10,4,3
89.5522,-1,10,1,3
88.8806,-1,900,1,3
88.6567,-1,82,1,3
87.9851,-1,900,4,3
87.7612,-1,82,4,3
87.5373,-1,10,1,3
87.3134,-1,10,1,3
87.0896,-1,10,4,3
86.8657,-1,10,4,3
86.6418,-1,10,1,3
86.4179,-1,10,1,3
86.1940,-1,900,4,3
85.9701,-1,80,4,3
85.7463,-1,20,1,3
85.5224,-1,80,7,3
85.2985,-1,20,1,3
85.0746,-1,80,4,3
84.8507,-1,20,1,3
84.6269,-1,80,7,3
84.4030,-1,20,1,3
84.1791,-1,80,4,3
84.0672,-1,10,10,3
83.9552,-1,10,1,3
83.8433,-1,10,10,3
83.7313,-1,10,4,3
83.6194,-1,10,10,3
83.5075,-1,10,7,3
83.2836,-1,82,4,3
83.0597,-1,10,1,3
82.8358,-1,82,7,3
82.6119,-1,10,10,3
82.3881,-1,82,1,3
82.1642,-1,10,4,3
81.9403,-1,900,1,3
81.7164,-1,900,1,3
81.4925,-1,900,1,3
81.2687,-1,900,1,3
81.0448,-1,900,1,3
80.8209,-1,900,1,3
80.5970,-1,80,1,3
80.3731,-1,10,1,3
80.1493,-1,10,4,3
79.9254,-1,10,7,3
79.7015,-1,82,3,3
79.4776,-1,10,7,4
79.2537,-1,82,2,3
79.0299,-1,10,3,4
78.8060,-1,82,9,3
78.5821,-1,10,7,3
78.3582,-1,82,3,3
78.1343,-1,10,7,3
77.9104,-1,82,4,3
77.6866,-1,10,7,3
77.4627,-1,82,2,3
77.2388,-1,10,7,3
77.0149,-1,82,1,3
76.7910,-1,10,1,4
76.5672,-1,10,5,4
76.3433,-1,900,1,3
76.1194,-1,900,1,3
76.0075,-1,30,1,3
75.8955,-1,900,1,3
75.6716,-1,900,1,3
75.5597,-1,30,5,4
75.4478,-1,900,1,3
75.2239,-1,80,1,3
75.0,-1,10,2,4
74.7761,-1,10,6,4
74.5522,-1,10,4,4
74.3284,-1,10,2,4
74.1045,-1,10,1,3
73.6567,-1,900,4,3
73.4328,-1,82,4,3
73.2090,-1,900,1,3
72.9851,-1,80,1,3
72.7612,-1,900,4,3
72.5373,-1,80,4,3
72.3134,-1,10,1,3
72.0896,-1,80,7,3
71.8657,-1,10,1,3
71.6418,-1,80,10,3
71.4179,-1,10,5,3
71.1940,-1,80,1,3
70.9701,-1,10,2,3
70.7463,-1,80,10,3
70.5224,-1,10,1,4
70.0746,-1,900,3,3
69.8507,-1,82,3,3
69.6269,-1,10,5,3
69.4030,-1,80,1,3
69.1791,-1,10,2,3
68.9552,-1,80,10,3
68.7313,-1,10,1,4
68.2836,-1,900,3,3
68.0597,-1,80,3,3
67.8358,-1,10,10,3
67.6119,-1,82,4,3
67.3881,-1,10,1,3
67.1642,-1,82,7,3
67.0522,-1,10,4,3
66.9403,-1,10,1,3
66.7164,-1,10,2,3
66.4925,-1,10,6,3
66.2687,-1,82,1,3
66.1567,-1,10,9,3
66.0448,-1,10,3,3
65.9328,-1,10,8,3
65.8209,-1,10,2,3
65.7090,-1,10,7,3
65.5970,-1,10,1,3
65.4851,-1,10,6,3
65.1493,-1,50,1,3
64.9254,-1,900,4,3
64.8134,-1,50,10,3
64.7015,-1,900,4,3
64.4776,-1,50,1,3
64.3657,-1,10,2,3
64.2537,-1,10,5,3
64.1418,-1,10,3,3
64.0299,-1,10,6,3
63.8060,-1,20,1,6
63.4701,-1,10,1,3
62.9104,-1,900,1,12
62.6866,-1,82,1,12
62.5746,-1,10,1,3
62.4627,-1,10,4,3
62.3507,-1,10,7,3
62.2388,-1,10,1,4
62.1269,-1,10,7,3
62.0149,-1,10,4,3
61.9030,-1,10,1,3
61.5672,-1,50,6,7
61.4552,-1,10,1,3
