0.1987,-1.0,20,1,3,0,0
40.9338,40.9338,0,0,0,11,10330
0.9934,-1.0,20,10,3,0,0
44.1126,44.1126,0,0,0,11,10330
1.7881,-1.0,20,1,3,0,0
47.2914,47.2914,0,0,0,11,10330
2.1854,-1.0,20,10,3,0,0
52.6490,81.2583,0,0,0,14,10330
2.5828,-1.0,20,1,3,0,0
2.9801,-1.0,10,1,3,0,0
3.0795,-1.0,10,7,3,0,0
3.1788,-1.0,10,4,3,0,0
3.2781,-1.0,10,10,3,0,0
3.3775,-1.0,81,1,3,0,0
3.3775,9.7351,101,1,3,0,0
3.5762,-1.0,900,1,3,0,0
3.5762,-1.0,10,7,3,0,0
3.7748,-1.0,900,1,3,0,0
3.7748,-1.0,10,7,3,0,0
3.9735,-1.0,900,1,3,0,0
3.9735,-1.0,10,7,3,0,0
4.1722,-1.0,900,1,3,0,0
4.1722,-1.0,10,10,3,0,0
4.3709,-1.0,900,1,3,0,0
4.3709,-1.0,82,7,3,0,0
4.3709,4.4702,110,7,3,JumpScratch,6
4.5695,-1.0,900,1,3,0,0
4.7682,-1.0,900,1,3,0,0
4.9669,-1.0,900,1,3,0,0
5.1656,-1.0,900,1,3,0,0
5.1656,-1.0,10,7,3,0,0
5.3642,-1.0,900,1,3,0,0
5.3642,-1.0,10,7,3,0,0
5.5629,-1.0,900,1,3,0,0
5.5629,-1.0,10,7,3,0,0
5.7616,-1.0,900,1,3,0,0
5.7616,-1.0,82,10,3,0,0
5.7616,5.9603,110,10,3,JumpScratch,-6
5.9603,-1.0,900,1,3,0,0
5.9603,6.0596,110,7,3,JumpScratch,6
6.1589,-1.0,900,1,3,0,0
6.3576,-1.0,900,1,3,0,0
6.5563,-1.0,900,1,3,0,0
6.7550,-1.0,900,1,3,0,0
6.7550,-1.0,10,7,3,0,0
6.9536,-1.0,900,1,3,0,0
6.9536,-1.0,10,7,3,0,0
7.1523,-1.0,900,1,3,0,0
7.1523,-1.0,10,7,3,0,0
7.3510,-1.0,900,1,3,0,0
7.3510,-1.0,10,10,3,0,0
7.5497,-1.0,900,1,3,0,0
7.5497,-1.0,82,7,3,0,0
7.5497,7.6490,110,7,3,JumpScratch,6
7.7483,-1.0,900,1,3,0,0
7.9470,-1.0,900,1,3,0,0
8.1457,-1.0,900,1,3,0,0
8.3444,-1.0,900,1,3,0,0
8.3444,-1.0,82,10,3,0,0
8.3444,8.4437,110,10,3,JumpScratch,-4
8.4437,8.5430,110,9,3,JumpScratch,-4
8.5430,-1.0,900,1,3,0,0
8.7417,-1.0,900,1,3,0,0
8.7417,-1.0,10,7,3,0,0
8.9404,-1.0,900,1,3,0,0
8.9404,-1.0,82,10,3,0,0
8.9404,9.1391,110,10,3,JumpScratch,-6
9.1391,-1.0,900,1,3,0,0
9.1391,9.2384,110,7,3,JumpScratch,6
9.3377,-1.0,900,1,3,0,0
9.5364,-1.0,900,1,3,0,0
9.7351,-1.0,20,9,4,0,0
9.9338,-1.0,10,4,3,0,0
10.0331,-1.0,10,7,3,0,0
10.1325,-1.0,10,4,3,0,0
10.3311,-1.0,10,8,3,0,0
10.5298,-1.0,50,1,3,0,0
10.7285,-1.0,10,7,3,0,0
10.8278,-1.0,10,4,3,0,0
11.3245,-1.0,20,9,4,0,0
11.5232,-1.0,10,1,3,0,0
11.6225,-1.0,10,7,3,0,0
11.7219,-1.0,10,4,3,0,0
11.8212,-1.0,10,10,3,0,0
11.9205,-1.0,10,4,3,0,0
12.0199,-1.0,10,7,3,0,0
12.1192,-1.0,50,1,3,0,0
12.3179,-1.0,10,7,3,0,0
12.4172,-1.0,10,4,3,0,0
12.9139,-1.0,20,9,4,0,0
13.1126,-1.0,10,4,3,0,0
13.3113,-1.0,10,7,3,0,0
13.5099,-1.0,10,4,3,0,0
13.6093,-1.0,10,8,3,0,0
13.7086,-1.0,50,1,3,0,0
13.9073,-1.0,10,7,3,0,0
14.0066,-1.0,10,4,3,0,0
14.5033,-1.0,82,10,3,0,0
14.5033,14.6358,110,10,3,JumpScratch,-4
14.6358,14.8013,110,9,3,JumpScratch,-4
14.9007,-1.0,82,1,3,0,0
14.9007,15.0331,110,1,3,JumpScratch,4
15.0331,15.1987,110,2,3,JumpScratch,4
15.2980,-1.0,82,7,3,0,0
15.2980,15.4305,110,7,3,JumpScratch,4
15.4305,15.5960,110,8,3,JumpScratch,4
15.6954,-1.0,82,4,3,0,0
15.6954,15.8278,110,4,3,JumpScratch,-4
15.8278,15.9934,110,3,3,JumpScratch,-4
16.0927,-1.0,20,9,4,0,0
16.4901,-1.0,50,5,4,0,0
17.6821,-1.0,20,1,4,0,0
17.6821,-1.0,20,9,4,0,0
18.2781,-1.0,10,3,2,0,0
18.4768,-1.0,80,11,2,0,0
18.4768,18.7748,100,11,2,0,0
18.6755,-1.0,900,11,2,0,0
18.7748,-1.0,80,5,2,0,0
18.7748,19.0728,100,5,2,0,0
18.9735,-1.0,900,5,2,0,0
19.0728,-1.0,80,8,2,0,0
19.0728,19.2715,100,8,2,0,0
19.2715,-1.0,81,2,2,0,0
19.2715,19.6689,101,2,2,0,0
19.4702,-1.0,900,2,2,0,0
19.8675,-1.0,10,8,2,0,0
19.9669,-1.0,10,5,2,0,0
20.0662,-1.0,80,11,2,0,0
20.0662,20.3642,100,11,2,0,0
20.2649,-1.0,900,11,2,0,0
20.3642,-1.0,80,5,2,0,0
20.3642,20.6623,100,5,2,0,0
20.5629,-1.0,900,5,2,0,0
20.6623,-1.0,80,8,2,0,0
20.6623,20.8609,100,8,2,0,0
20.8609,-1.0,81,2,2,0,0
20.8609,21.2583,101,2,2,0,0
21.0596,-1.0,900,2,2,0,0
21.4570,-1.0,10,8,2,0,0
21.5563,-1.0,10,5,2,0,0
21.6556,-1.0,50,11,2,0,0
21.9536,-1.0,80,5,2,0,0
21.9536,22.2517,100,5,2,0,0
22.1523,-1.0,900,5,2,0,0
22.2517,-1.0,10,8,2,0,0
22.3510,-1.0,10,5,2,0,0
22.4503,-1.0,81,11,2,0,0
22.4503,22.7483,101,11,2,0,0
22.6490,-1.0,900,11,2,0,0
22.7483,-1.0,80,1,2,0,0
22.7483,23.0464,100,1,2,0,0
22.9470,-1.0,900,1,2,0,0
23.0464,-1.0,10,11,2,0,0
23.2450,-1.0,80,4,2,0,0
23.2450,23.5430,100,4,2,0,0
23.4437,-1.0,900,4,2,0,0
23.5430,-1.0,80,7,2,0,0
23.5430,23.8411,100,7,2,0,0
23.7417,-1.0,900,7,2,0,0
23.8411,-1.0,10,4,2,0,0
24.0397,-1.0,20,9,2,0,0
24.8344,-1.0,80,5,2,0,0
24.8344,25.1325,100,5,2,0,0
25.0331,-1.0,900,5,2,0,0
25.1325,-1.0,80,7,2,0,0
25.1325,25.4305,100,7,2,0,0
25.3311,-1.0,900,7,2,0,0
25.4305,-1.0,10,5,2,0,0
25.6291,-1.0,81,9,2,0,0
25.6291,26.0265,101,9,2,0,0
25.8278,-1.0,900,9,2,0,0
26.0265,-1.0,80,3,2,0,0
26.0265,26.4238,100,3,2,0,0
26.2252,-1.0,900,3,2,0,0
26.4238,-1.0,80,7,2,0,0
26.4238,26.8212,100,7,2,0,0
26.6225,-1.0,900,7,2,0,0
26.8212,-1.0,80,1,2,0,0
26.8212,27.2185,100,1,2,0,0
27.0199,-1.0,900,1,2,0,0
27.0199,-1.0,10,7,2,0,0
27.2185,-1.0,81,9,2,0,0
27.2185,27.6159,101,9,2,0,0
27.4172,-1.0,900,9,2,0,0
27.8146,-1.0,10,5,2,0,0
27.9139,-1.0,10,7,2,0,0
28.0132,-1.0,81,3,2,0,0
28.0132,28.4106,101,3,2,0,0
28.2119,-1.0,900,3,2,0,0
28.6093,-1.0,10,7,2,0,0
28.7086,-1.0,10,5,2,0,0
28.8079,-1.0,81,11,2,0,0
28.8079,29.2053,101,11,2,0,0
29.0066,-1.0,900,11,2,0,0
29.4040,-1.0,10,5,2,0,0
29.5033,-1.0,10,7,2,0,0
29.6026,-1.0,81,1,2,0,0
29.6026,30.0,101,1,2,0,0
29.8013,-1.0,900,1,2,0,0
30.0,-1.0,82,7,3,0,0
30.0,30.3974,110,7,3,JumpScratch,6
30.1987,-1.0,900,7,3,0,0
30.3974,-1.0,82,1,3,0,0
30.3974,31.1921,110,1,3,JumpScratch,5
30.5960,-1.0,900,1,3,0,0
30.7947,-1.0,900,1,3,0,0
30.9934,-1.0,900,1,3,0,0
30.9934,-1.0,31,1,3,0,0
30.9934,-1.0,10,7,3,0,0
31.1921,31.9868,110,3,3,JumpScratch,-5
31.1921,-1.0,10,10,3,0,0
31.3907,-1.0,900,3,3,0,0
31.3907,-1.0,31,3,3,0,0
31.3907,-1.0,10,10,3,0,0
31.5894,-1.0,900,3,3,0,0
31.5894,-1.0,10,7,3,0,0
31.7881,-1.0,900,3,3,0,0
31.7881,-1.0,10,7,3,0,0
31.9868,32.7815,110,1,3,JumpScratch,5
31.9868,-1.0,10,10,3,0,0
32.1854,-1.0,900,1,3,0,0
32.1854,-1.0,31,1,3,0,0
32.3841,-1.0,900,1,3,0,0
32.3841,-1.0,10,9,3,0,0
32.5828,-1.0,900,1,3,0,0
32.5828,-1.0,31,1,3,0,0
32.6821,-1.0,31,1,3,0,0
32.7815,33.5762,110,3,3,0,0
32.7815,-1.0,10,8,3,0,0
32.9801,-1.0,900,3,3,0,0
32.9801,-1.0,31,3,3,0,0
33.1788,-1.0,900,3,3,0,0
33.1788,-1.0,31,3,3,0,0
33.1788,-1.0,10,7,3,0,0
33.3775,-1.0,900,3,3,0,0
33.3775,-1.0,31,3,3,0,0
33.5762,-1.0,20,10,3,0,0
33.9735,-1.0,81,9,2,0,0
33.9735,34.3709,101,9,2,0,0
34.1722,-1.0,900,9,2,0,0
34.3709,-1.0,81,4,2,0,0
34.3709,34.7682,101,4,2,0,0
34.5695,-1.0,900,4,2,0,0
34.7682,-1.0,81,8,2,0,0
34.7682,35.1656,101,8,2,0,0
34.9669,-1.0,900,8,2,0,0
35.1656,-1.0,81,3,2,0,0
35.1656,35.5629,101,3,2,0,0
35.3642,-1.0,900,3,2,0,0
35.5629,-1.0,81,7,2,0,0
35.5629,35.7616,101,7,2,0,0
35.7616,-1.0,10,4,3,0,0
35.9603,-1.0,10,10,3,0,0
36.1589,-1.0,10,1,3,0,0
36.3576,-1.0,10,7,3,0,0
36.5563,-1.0,10,4,3,0,0
36.7550,-1.0,82,10,3,0,0
36.7550,37.5497,110,10,3,JumpScratch,-5
36.9536,-1.0,900,10,3,0,0
36.9536,-1.0,31,10,3,0,0
37.1523,-1.0,900,10,3,0,0
37.3510,-1.0,900,10,3,0,0
37.3510,-1.0,31,10,3,0,0
37.4503,-1.0,31,10,3,0,0
37.5497,-1.0,10,1,3,0,0
37.5497,38.3444,110,8,3,0,0
37.7483,-1.0,10,1,3,0,0
37.7483,-1.0,900,8,3,0,0
37.7483,-1.0,31,8,3,0,0
37.9470,-1.0,10,4,3,0,0
37.9470,-1.0,900,8,3,0,0
38.1457,-1.0,10,4,3,0,0
38.1457,-1.0,900,8,3,0,0
38.1457,-1.0,31,8,3,0,0
38.3444,-1.0,20,1,3,0,0
